id,listing_id,reviewer_name,date,comment_text,rating,cleanliness,communication,location,sentiment_score
7254059,1041976,Tracey,2013-09-13,"I looked at over 600 apartments on airbnb for Bangkok, I read many reviews and spent hours assessing the various options. It was to be a romantic few night for myself and husband. A week before departure unforseen circumstances prevented my husband for joining me. I relayed this to my hosts who assured me they would collect me from the airport, via email I was able to ask many questions relating to my ongoing journey now alone to which my host answered just like an expert concierge.  I arrived at the airport, my plane was delayed, however my host was waiting just where she said she would be. She assisted me to get a 'sim' card for my phone at the airport before leading me to the awaiting car where I meet my other host. The car was extremely clean, cool and luxurious, the trip was not long and the apartment as you see in the photos is exquisite. I was offered an evening meal, there was fresh juice, milk and cold water in the fridge, yummy fresh fruit also. Highest quality cotton sheets, truly a beautiful room with antique furniture, divine oil paintings and fresh flowers, the surrounding balcony has many green trees, vines and potted plants most mornings a little squirrel or two could be spotted in the trees or running along the balcony 'country in the city'. A coffee machine with lots of options, a breakfast menu also with many options. The breakfasts were beautiful presented and the hosts extremely approachable arranging train tickets to the north, safe van transport to the south and writing translations for late night taxi drivers. The apartment is within walking distance to MBK centre which is huge and has almost everything including many great restaurants/food outlets. Also walking distance to the art gallery, and BTS. The room is made up daily and washing returned ironed. I felt very spoilt, very safe and very refreshed waking up in such surrounding. I am sure there are other things I have forgotten to mention you must appreciate them for yourselves, you will not be disappointed the room looks just like the photos, the hosts 2 woman were on call literally, kind and more than helpful, the breeze on the second floor is seemed fresh as the home is not on a main road its tucked in a short side street, the shades of green are many from the outside balcony. I would defiantly recommend these hosts. 6 stars. A real pleasure.",4.4,3.3,4.9,3.2,0.88
9504451,1041976,Justin,2013-12-31,"This apartment is fantastic!  Tucked away in a quiet alley (that's actually easy to find once you know it's there) is a slice of paradise that is walking distance to Siam paragon, night markets, great food, and the BTS.  Out host was fantastic, leaving us little personal gifts every day and made snacks available if we happened to be home mid-afternoon.  We had a wonderful stay!",3.9,4.6,4.1,3.0,0.78
11475410,1041976,Wis,2014-04-04,"The host is so wonderful. She picked me up from where i was to her house and also provided me delicious breakfasts, information about the area and also the laundry services. The space also has a very nice cozy garden next to the bedroom. I had an amazing stay here and I can't say enough good things about the space and especially the host. I would recommend this place to everyone!",4.5,3.2,4.2,3.4,0.9
12020774,1041976,George,2014-04-21,"This stay was a delight from start to finish!  We were picked up from the airport by our friendly and very helpful host, Khun Nong.  She made us really feel at home in this beautifully furnished apartment.   Access is up two floors via some nice wooden stairs, and once inside the feeling is of being in a charming home, with many nice touches from an experienced interior designer.  The large kitchen / dining area is well equipped, including an excellent coffee machine. This leads into the living room / sleeping area, which is another very spacious and comfortable room.  The building is a little old, which adds to the charm, as it allows a large balcony / terrace which increases the living area substantially. 
<br/>
<br/>The location is a few minutes walk from the nearest Skytrain station, and very close to a large Tesco/Lotus superstore.  However we really didn't need to buy much food due to the generous stocks of provisions (bread, milk, coffee, fruit, etc) which Khun Nong kindly provided.  
<br/>
<br/>I would highly recommend this apartment to any couple seeking convenient, comfortable, spacious, charming and quirky accommodation in this area.   ",4.9,4.1,4.6,3.1,0.98
15114387,1041976,Wis,2014-07-02,"Lovely host and the space is very pretty. Host P Nong was very kind to allow us to set up a Airbnb Bangkok hosts dinner event in her house and to have her friends cook us very tasty dishes. P Nong provided us great hospitality and we all very appreciate it. Being a guest in P Nong house, you will get more than what you expected.. nice space, great people, delicious homemade breakfast every morning, free laundry service and free pickup service from the airport. Thank you very much for being a great host!",3.5,4.0,3.7,3.6,0.7
29496393,1041976,Sylvie,2015-04-08,"Nong est venue nous accueillir à l'aéroport avec toute la gentillesse dont elle fait preuve
<br/>le quartier est au centre de tout, les tchuk tchuk nous accompagnent comme nous le désirons,
<br/>le logement est très spacieux et très agréables, les attentions de Nong sont sans limites , du petit déjeuner au diner, en passant par la garde de notre chienne et l'accompagnement à l'hôpital le plus proche pour obtenir des médicaments ... nous nous sommes sentis chez nous et nous y reviendrons dès la fin du mois ..",4.6,3.4,4.4,4.3,0.92
30789611,1041976,Sandra,2015-04-27,"Loved the location of the apartment,close to everything.
<br/>Apartment was as described, quite quirky and stylish,would stay here again if in Bangkok.
<br/>Good breakfast,fresh fruit every day.Coffee machine a bonus!
<br/>Did not see much of Nong but she did leave me the ingredients to make Pad Thai.Very nice touch, much appreciated.",4.1,4.9,4.0,4.2,0.82
31827959,1041976,Antonin,2015-05-10,Wonderful little apartment. Amazing bed and bathroom is very nice and clean.<br/>The host is top... the girl at the flat were nice and a complementary pick up is much appreciated.<br/>Well done...,4.0,4.2,4.2,3.9,0.8
32262285,1041976,雨姗,2015-05-16,"Extraordinary experience in this house! If I come to Bangkok again someday , I will defiantly live in this fantastic house again.",3.9,3.5,4.0,4.9,0.78
39112562,1041976,Jack,2015-07-20,"The apartment was fantastic- spacious, nicely decorated, nice balconies with lots of plants, lovely wooden fittings, and the location was quite handy with supermarket, shopping malls and cinema nearby as well as easy to get to the tourist attractions by taxi. It is not far from the BTS. The pickup from the airport was much appreciated, as was the fruit, lovely breakfast, drinks in the fridge and a coffee machine! The girls at the place tidied up every day and helped us with laundry and getting a taxi to our next destination. Unfortunately we didn't get to see the host in person but we were in contact by email and she made sure we were well looked after. The only problem was we didn't want to leave! A great experience - would definitely come back.",4.5,4.6,4.5,3.1,0.9
1026343,385130,Jacob,2012-03-20,"Not a horrible place, but the picture of the bed is deceiving as it takes up the entire room.  Many other places nearby that give you much more for the same price.",4.0,3.9,4.7,4.2,0.8
1520120,385130,Ryoma,2012-06-19,"many animals, cute dog",4.7,4.7,3.6,3.1,0.94
1861239,385130,Alona,2012-08-01,The price is right. The neighborhood is nice. Evan is nice. ,4.0,3.2,4.5,3.8,0.8
2553691,385130,Tara Lynn,2012-10-08,"The room was extremely open and nice, very clean as well,  with lots of windows. It was in a great location, easy to walk places and catch a taxi. Evan (and Kim) were awesome hosts who were very welcoming and gave great advice on local places to visit, eat, etc. I definitely would recommend staying here and already want to come back!",4.4,4.9,3.5,4.4,0.88
2858663,385130,Natalie,2012-11-11,"I arrived with Evan and was kind enough to take my big bag upstairs to the room. The room is exactly as it is in the photo excet there is a table that you cant see and the room is not much bigger than the Bed. The Bed is very comfortable I cant complain. There is no window so if this freaks you then... also take ear plugs because you can here the person in the room behind.  Personally I was cool with this room, it was clean and the facilities where clean. The neighborhood for the price is good. Its good to be so close to a great park (with massive Monitor Lizards) and the Lumphini Metro line is brilliant. the Metro and train system in Bangkok is not on every corner like in London or Paris so this is a bonus.  The building is a shop you take clothes to for mending and altering which i found useful also. Evan has 2 gorgeous dogs and was taking care of a tiny baby squirrel when i arrived.  Nice chap! ",4.0,4.3,4.7,3.0,0.8
2992360,385130,Cecilia,2012-11-29,"Evan is very friendly and helpful, the location of the apartment is so good to catch restaurants, bars, 7-11, and of course, the public transportation. It was a shame that i can only stay few hours there as i had to catch my flight in the very early morning, but it was very cheerful to talk to Evan!  Say hi to your lovely Huskies~~",3.5,4.8,4.2,3.5,0.7
3369317,385130,Radoslaw,2013-01-18,It is a good place for such a price. Evan is a helpful person ad he advised us in many issues about bangkok and thailand in general. We got there with 2 bikes and it was not a problem to find a place for them at the site.,4.7,3.4,4.4,4.5,0.94
3442941,385130,Patrick,2013-01-30,The best price in whole Bangkok!,5.0,4.4,4.5,4.3,1.0
3476207,385130,Roxane,2013-02-04,"It was great, the neighbourhood is exactly what we expected from Bangkok, and Evan's room are good. Spacious, very clean and nice looking. Plus, we booked for the tiny room in Evan house, but ended up in a really big one without even asking. Thanks a lot Evan!
<br/>",3.5,3.9,4.3,3.2,0.7
3503237,385130,Fabian,2013-02-09,A decent place for little money in the heart of Bangkok !,4.1,3.1,4.3,3.8,0.82
28528490,1160838,Maria,2015-03-25,"The building and the staff were really nice and friendly. The apartment was also nice, but nothing to do with the one on the photos. It is a service apartment, not a private house. Although the place was very clean, the bedsheets were old and dark, so they didn't give a very good feeling. The building has a nice and convenient Tuk Tuk service, and it is five minutes away from Sanam Pao BTS station. ",3.6,4.7,4.9,3.3,0.72
139932808,1160838,Patrick,2017-03-26,Fantastic location and very nice apartment/hotel. We were even given a baby bed to use for our 2 year old. Fast communication and easy check in/check out!,3.8,4.3,4.0,3.2,0.76
197274279,1160838,Ty Christopher,2017-09-25,"Location is very convenient, as very close to BTS station. Apartment was clean. Beds were comfortable. Bathrooms were clean. Kitchenette was nice to have and furnished with enough utensils. <br/>All in all, would definitely recommend to family and friends, and also would stay here again.",4.1,4.9,3.6,4.9,0.82
205888369,1160838,Jeremy,2017-10-23,Great place to stay. Tuk tuk is provided as well for free to the closest BTS. Responsive receptionists.,4.9,4.2,4.1,4.1,0.98
338235603,1160838,Siyi,2018-10-19,great value,4.6,3.8,4.8,4.9,0.92
341461436,1160838,Kayla,2018-10-27,"Suchada is an excellent host! She is so kind and hospitable. Any time we had questions or concerns, she was quick to answer and always had our best interest in mind. The apartment was clean and spacious. We bought groceries at Big C to make meals throughout the week. There were a few complimentary snacks and many bottled waters provided by the host when we arrived. We had peaceful rests each night-even daytime was peaceful. The shower water gets hot quick and soap, shampoo, and plenty of towels are provided. There’s always someone at the front desk to help with anything you need and even arrange the free tuk-tuk when you need it or a massage service at Sabaya (really excellent place, btw!). Just a tuk-tuk ride away to the BTS to get around or even use a taxi. It’s well lit at the entry and we felt safe during our stay. There’s even security cameras and a laundry room available for use. Take advantage of the pool, sauna, and steam rooms while here :) we would stay here again!",4.6,3.3,4.5,4.3,0.92
345440107,1160838,Celine,2018-11-05,Appartement spacieux et très propre. La piscine top. Proche du BTS (métro). Navette gratuite jusqu’au métro. Possibilité de se faire livrer de la bonne funk food Thaï. Laverie à disposition. Excellent rapport qualité prix,3.3,5.0,4.7,3.0,0.66
429150347,1160838,Johnny,2019-03-27,很好的住宿，下次會再次入住,3.5,4.1,4.1,4.0,0.7
433760885,1160838,启荟,2019-04-07,非常感谢patio 酒店很棒 有免费接驳车送我们去bts和市场 位置很不错 去哪个商场都很近房间很大 也很干净 可以做饭冰箱也可以用 空调也很好 水温水压都很棒 两个房间各有一个卫生间 主卧特别大 东南亚装修风格总之是物超所值的一套,4.3,3.8,3.5,4.3,0.86
435271069,1160838,Sagar,2019-04-10,My friends loved the place. Would recommend this place to everyone.,4.7,3.5,4.1,4.3,0.94
1805403,393066,Alex,2012-07-26,Room was nice and cheap. Evan met us and was very helpful.,3.2,5.0,5.0,3.8,0.64
2257628,393066,Sarah,2012-09-10,"Room was nice, clean, and quiet from traffic, which is something nice in BKK.  It's also a good location - not too touristy, easy to get a taxi, and in the center of wherever you want to be.  ",4.9,4.7,4.9,3.8,0.98
2290853,393066,Anthony,2012-09-14,"Room was ok, map needs improvement as its nowhere near the google map pin so a little frustrating",3.1,4.5,4.9,3.4,0.62
2477875,393066,Ignacio,2012-10-01,"We stayed at Evan guesthouse 5 nights. The price is ok, the place is ok and evan is a nice person.",4.1,4.2,4.7,3.4,0.82
2521539,393066,Manuèle,2012-10-06,"Bangkok est une ville très chaude et fourmillante, il faut trouver des petits coins de repos pour y survivre plusieurs jours, mais cette euphorie est enivrante et sympathique :)",4.0,3.8,4.1,4.7,0.8
2609622,393066,Jazz,2012-10-14,"nice and lively location ... near the metro station and easy access to the airport (via metro and train) The room is spacious, clean and there are plenty of bars around ...  last but not least ... nice people :)",5.0,3.5,4.5,4.5,1.0
2615988,393066,Mike,2012-10-15,Didn't enjoy our stay. The host wasn't interested in us being there and the room was not good. The bathroom was also disappointing and the electrics in the room and surrounding corridors are terrible and look dangerous!! ,4.1,5.0,4.9,3.6,0.82
2792903,393066,Uli,2012-11-03,"What you see is exactly what you get. We stayed in the room pictured in the profile. The bed is huge and comfortable. The AC a relief.
<br/>
<br/>We didn't mind the shared bathrooms, which were every basic and could use a little paint. The toilets were western style which we appreciated.
<br/>
<br/>Overall this guesthouse is simple but good for the price you pay.
<br/>
<br/>The location is in a great little corner of Bangkok - a great mix of Thais, expats and fareng. Lots of restaurants that we really liked. Try Kenny's or Trajai for dinner (the later a little more pricy but great steaks!). There are many small Thai eateries tucked along the street, more affordable and delicious.
<br/>
<br/>We also enjoyed the Thai massage places that are everywhere nearby. Namely Magic Hands was great.
<br/>
<br/>If you want to relax head to nearby Lumphini Park where you can ride a boat or watch big lizards on the lawns. 
<br/>",3.8,4.6,3.7,3.6,0.76
2834948,393066,Thomas,2012-11-07,"good location, really quiet at night for sleeping or relax in a nice but caothic city as bangkok. see you soon my friend,.. ...
<br/>
<br/>say hallo to the huskies...",3.9,3.3,3.7,4.5,0.78
2916885,393066,Thomas,2012-11-19,I enjoyed my stay at Evan's hostel. Not too far from the Lumphini Station and far enough from the main road to be able to sleep well. Evan answered any questions I had and helped me with my laundry too. Cold a/c and relatively easy access to the rest of BKK make this hostel good for the independent traveler.,4.4,4.6,3.7,4.6,0.88
3175748,413824,Joshua,2012-12-28,"Evan is a great guy, extremely flexible and thoughtful. I arrived late at night and he was waiting for me at the door. Though I decided to find a bigger room, he was very accommodating and allowed me to change the reservation with minimal advance notice. The rooms are nice and worth what you pay for. ",5.0,3.2,4.0,3.3,1.0
3385279,413824,Marine,2013-01-21,"Very nice room, and Evan was very helpful, I recommand it !",4.7,4.0,4.0,4.5,0.94
3416446,413824,Alfredo,2013-01-26,"Nice and spacious room, clean and sunny. Owner friendly and 
<br/>helpfull . Good district, not so busy elsewhere there are nice bars very close.raccomended. ",3.3,4.6,4.1,4.7,0.66
3667898,413824,Joseph,2013-03-02,Evan is really friendly and his location is pretty central in BKK. I'd stay again. ,4.7,4.2,4.2,4.7,0.94
3884000,413824,Florian,2013-03-24,"Evan's place is well located, centrally but quiet. Liked Evan's quick and precise responsiveness about availability, how to get there and other sorts of how's, when's and why's.",3.5,3.3,5.0,3.9,0.7
4043331,413824,Jihoon,2013-04-05,Most air flight arriving in BKK are very late. Evan is very nice for midnight check-in.  ,4.4,3.8,3.8,3.8,0.88
5729895,413824,Vikarna,2013-07-14,We have very convenience times staying on the top floor of Evan's place. In the morning lots of sunshine to wake us up and it's useful in the daytime for me to dry up our stuffs. Evan and Kim are very understanding and helpful. They're kinda know what we need before we asked them. They are also genuinely fair with the accommodation and facilities rate.,4.7,4.8,4.9,4.9,0.94
7738904,413824,Mark,2013-10-01,Nice basic room in a lively area.  Evan is a very good host!,4.5,4.5,4.2,3.6,0.9
7838575,413824,Tony,2013-10-05,"Great place to stay with tones of animals in the house. Good place for animal lovers but bad if you dont like animals. The 2 tame siberian huskies are roaming freely in the house, so for those who are allergic to dog fur etc should reconsider again... anyway, it is not exactly a busy tourist spot and a little bit hidden along the side streets, so you can rest quite well at night (without noises!)... good place for tourists/couples who want to chill and relax~ :)",4.4,4.8,4.7,3.3,0.88
8059206,413824,Helena,2013-10-14,"We were generally very satisfied. Evan helped us a lot with our travel plans. The only little objections would be the shower which doesn’t look very nice and the room doesn`t look the same like on the pictures. However room is very spacious and everything looked quite clean which is important. We also  appreciated working AC and fridge in the room - great for Bangkok weather. I would also recommend for travel from airport to take public transport instead of taxi - it is faster during traffic peak, and cheaper. Thanks a lot.",4.0,4.6,3.8,3.2,0.8
2182589,605314,Helmut,2012-09-03,"Evan is a good and easy guy.
<br/>Was nice staying there. Thanks man! 
<br/>See you again and good luck to you
<br/>and your 2 lovely Huskies! ",3.4,3.6,3.8,3.8,0.68
2709816,605314,Jon,2012-10-24,"Accommodation as described, near to Lumpini park and boxing stadium.",4.8,4.6,3.5,4.5,0.96
2959853,605314,Matte,2012-11-25,"The guesthouse was a wonderful refuge during my stay in Bangkok. The neighborhood is lively during the day and peaceful at night. There are a variety of options to choose from if you're looking for food in the area and location-wise, it's easy enough to get anywhere using the Lumphini MRT station. If you're interested in Muay Thai, the stadium is incredibly close by.  The hosts are patient, helpful and kind. The two huskies as well as the menagerie of other pets were a pleasure to come home to. The room is spacious and clean. The shower and bathroom does the job. On the whole, I'd recommend the place to anyone.",4.1,4.5,3.8,3.1,0.82
3038026,605314,Auntie Liu,2012-12-06,The room is really clean and the huskies are adorable;),4.3,3.5,4.5,4.9,0.86
3120593,605314,Mitch,2012-12-19,"GREAT STAY FOR WEEK, CLEAN ROOMS, NICE PEOPLE AND EVAN WAS FANTASTIC WITH HELP AND ADVICE. GOOD PLACE FOR THE MONEY, YES ""THAI STYLE"" BUT CLEAN AND COMFY.  I WOULD RECOMMEND IT AND WILL DEFINITELY RETURN. ",4.6,3.9,3.7,4.3,0.92
3189993,605314,Mark,2012-12-30,"Second time staying with Evan.  
<br/>
<br/>The stay was good, the place is basic, but definitely sufficient for your needs when travelling, especially when you set your expectations for what the price is.
<br/>
<br/>Overall, I would recommend staying here if you are looking for a good local area that is not too touristy.  The proximity to Lumpini Boxing Stadium (within walking distance) is good too if you are there during one of the show days.  The street food along the main road is also very convenient in the morning and lunch times.",4.6,3.6,4.5,4.8,0.92
3371545,605314,Сергей,2013-01-19,Thanks for staying from me and Tatiyana. I felt the rythm of big city. Owner is very friendly and tolerant. A lot of good Thai-food cafes and food-court near. Dogs are nice :),5.0,4.7,3.9,3.8,1.0
3426024,605314,Roberto E Annamaria,2013-01-28,"Great value!
<br/>In terms of transports is a perfect place: walking distance to the tube.
<br/>Busses available too and very cheap! 
<br/>I do travel by bus around the city...
<br/>You also get a good WiFi connection.
<br/>
<br/>Evan and Kim just friendly and happy to help you at any time! :-)
<br/>",4.6,3.6,5.0,4.6,0.92
3506967,605314,Roberto E Annamaria,2013-02-10,"It's me again! :-)
<br/>It is so lovely this location that I did decide to extend my stay...",3.7,4.1,3.8,3.5,0.74
3601528,605314,Adam,2013-02-22,"This place was inoffensive and mediocre for the price compared to other places nearby. It's a fine place to stay if you're looking for a bed - clean, spacy and air-con. Ten minutes from the subway. 2 things: the directions given to arrive there are nonsense - there are much quicker routes on the subway and from the airport. The place is a nightmare to find because its road doesn't exist on most maps, including Google maps. And although the hosts were pleasant enough, they were not very helpful in terms of tips for places to eat, things to do, or where to go, and contrary to other reviews, did not express any interest in getting to know us or making our stay feel special. Also, this is a place with many rooms to let, not just one.
<br/>
<br/>This place is fine as a place to stay - but think cheap motel, definitely not personal experience staying with friendly local people.",4.1,4.4,3.5,3.7,0.82
8385663,1571204,Blagovest,2013-10-28,Good location.. Great apartment. Excellent host. Thank you!,4.1,3.4,3.7,5.0,0.82
8972960,1571204,Miruna,2013-11-29,"Our hosts John and Bon were very nice and helpful. The apartment was clean and welcoming, situated on a quiet street 5 minutes away from the metro station. If you want to visit Bangkok you will find a good accommodation at Sanctuary House. ",3.4,4.7,4.3,4.4,0.68
9814932,1571204,Michael,2014-01-12,"A great place to stay, secluded and very user-friendly: a wonderful bed, a great working table, fast Internet, a cosy kitchen. Thanks a lot!",4.8,3.5,4.6,4.4,0.96
9991364,1571204,Julia & Fabian,2014-01-23,"Absolut empfehlenswert!<br/>Großes Bett, sauber und relativ ruhig. <br/>Eignet sich auch für längere Aufenthalte.<br/>Lage ist perfekt, wenn man zur Botschaft (egal welcher) muss!<br/>Netter Kontakt und sogar Lonelyplanet und Stadtkarten liegen bereit.<br/>Vielen dank, ich würde wieder kommen!",3.7,3.8,3.8,4.5,0.74
